Date,Year,Type,Country,Area,Location,Activity,Injury,Species 
4/24/60,1960,Unprovoked,USA,California,Tomales Point; Marin County,Free diving for abalone diving but at surface),Foot & swim fin bitten,White shark; 4.9 m [16']
3/28/60,1960,Unprovoked,GUAM,,,Spearfishing; carrying fish on belt,Thigh bitten,1.2 m [4'] shark
11/28/59,1959,Unprovoked,AUSTRALIA,Queensland,North Burleigh; near Brisbane,Standing in chest-deep water,Right foot lacerated,a small shark
11/15/59,1959,Watercraft,SOUTH AFRICA,Western Cape Province,Swartklip; False Bay,Fishing for tunny,R. Roberts' leg was bruised when shark leapt into boat,Thresher shark; 3.7 m [12']
11/1/59,1959,Provoked,PAPUA NEW GUINEA,New Britain,Rapindik Beach; Rabaul,Fishing,Both hands bitten while helping companion land speared shark PROVOKED INCIDENT,
7/2/59,1959,Provoked,USA,Florida,Delray Beach; Palm Beach County,Free diving,Arm bitten when he grabbed shark’s tail  PROVOKED INCIDENT,Nurse shark; 60 cm [24]; identified by Dr. L.P. L. Schultz on photograph
5/30/59,1959,Provoked,SOUTH AFRICA,Eastern Cape Province,Bird Island; Algoa Bay,Spearfishing,No injury; diver shot shark & it bit his speargun PROVOKED INCIDENT,White shark; 2.7 m [9']; 280-lb
1/12/59,1959,Unprovoked,NEW GUINEA,Milne Bay Province,Uga; Banaira; Milne Bay,Dragging banana seeds through the shallows,Left calf & right thigh bitten,1.4 m [4.5'] shark
7/4/58,1958,Sea Disaster,PACIFIC OCEAN,Between Hawaii & Wake Island,600 miles northwest of Honolulu,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,Left shoulder bitten,Sharks averaged 1.8 m [6'] in length
1/19/58,1958,Unprovoked,AUSTRALIA,New South Wales,Brunswick Heads,Body surfing,Laceration to left ankle; heel and little toe,6' shark
4/13/57,1957,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island Harbour; Queensland,Swimming between  anchored  pearling luggers,Left arm bitten; surgically amputated,Shark seen feeding on turtle scraps thrown overboard prior to incident.
1/1/57,1957,Invalid,SRI LANKA,Western Province,Colombo Harbor,Fishing,FATAL; but shark involvement not confirmed,Shark involvement prior to death was not confirmed
1/1/57,1957,Boat,CUBA,Havana Province,Cojimar,Fishing,No injury to occupant; shark stuck boat,3.7 m [12'] shark
8/1/56,1956,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Chain Rocks; Amanzimtoti,Free diving for crayfish,No injury; right swim fin bitten,
1/1/56,1956,Provoked,USA,Virginia,Virginia Beach; Princess Anne County,Removing shark from net,Punctures on shin & calf PROVOKED INCIDENT,40-lb sand shark
1/1/56,1956,Unprovoked,USA,Virginia,Virginia Beach; Princess Anne County,Swimming,No details,
11/16/55,1955,Unprovoked,PAPUA NEW GUINEA,Central Province,Kalautu Village; Baibara at the mouth of Oibada River,Swimming,Right thigh bitten,Wobbegong shark
6/23/55,1955,Unprovoked,USA,Rhode Island,Occupasstuxet  (Patuxent) Cove,Wading,Bites on legs & thighs,0.7 m [2.5'] sand shark
7/15/55,1955,Unprovoked,MONTENEGRO,Adriatic Sea,Budva,Swimming,FATAL,White shark; 6.5 m
2/4/55,1955,Unprovoked,INDIA,Tamil Nadu,Vanagiri; Madras (Chennai); Bay of Bengal,Fishing,Leg bitten,
1/1/55,1955,Invalid,USA,Illinois,Chicago (Lake Michigan),Swimming,Right leg allegedly bitten by a bull shark,Questionable incident
12/13/53,1953,Unprovoked,AUSTRALIA,Queensland,Palm Beach,Swimming or wading out  to warn bathers that a shark had been seen,Bruised shoulder chest & foot,
4/4/53,1953,Unprovoked,USA,Texas,South Padre Island,Swimming,Lacerations to right foot,
4/1/53,1953,Unprovoked,IRAN,Karun River,near Ahvaz; 275 km from the sea,,Arm severed,1.5 m [5'] shark; probable bull shark
5/7/52,1952,Unprovoked,AUSTRALIA,Western Australia,Boyup Brook,Fishing; standing in water washing fish,Lacerations to 2 fingers & knuckles abraded,Carpet shark; 5'
8/17/51,1951,Unprovoked,GREECE,Corfu Island,Off Royal Residence,Swimming,Injured but survived,White shark
,1948,Unprovoked,KENYA,Coast Province,Mombasa,,FATAL,
1/24/46,1946,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Battery Beach; Durban,Treading water,Knee & calf lacerated,
12/4/43,1943,Sea Disaster,USA,South Carolina,Off Charleston,The Cuban freighter Libertad was torpedoed and sunk by the German submarine U-129,Of the 18 crew who survived the sinking; 10 were taken by sharks. Cabarrocas was bitten but survived,
5/27/43,1943,Invalid,PACIFIC OCEAN,,,B-24 crashed during a search mission. Survivors in raft for 47 days,Survived,Invalid
7/1/41,1941,Provoked,USA,Hawaii,Nankuli; O'ahu,Fishing,Arm bitten while removing shark from fishing line PROVOKED INCIDENT,100-lb shark
1/1/40,1940,Unprovoked,PAPUA NEW GUINEA,Western Papuan Gulf,Kerema,male,Hand bitten,
11/9/39,1939,Watercraft,AUSTRALIA,New South Wales,Wollongong,,No details,
10/4/39,1939,Unprovoked,USA,Hawaii,Kane'ohe Bay; Mokapu; O'ahu,Spearfishing & had just speared a ulua,Hand bitten,1.5 m [5'] shark
1/1/38,1938,Provoked,USA,North Carolina,On one of the sounds near Wilmington,Fishing,No injury; boat towed by harpooned shark; PROVOKED INCIDENT,
7/12/36,1936,Watercraft,USA,New Jersey,Long Branch; Monmouth County (offshore),Fishing for bluefish,No injury to occupants; shark leapt onboard boat,Blue shark; 8' [2.4 m]; 500-lb
2/4/36,1936,Unprovoked,AUSTRALIA,New South Wales,South Steyne; Manly,Swimming,FATAL; taken by shark; body not recovered. Twenty months later; in October 1937; meshing (setting anti-shark gill nets) began  at metropolitan beaches,White shark
1/24/31,1931,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,,Recovered,
12/13/30,1930,Unprovoked,AUSTRALIA,New South Wales,Sailor Bay; Middle Harbour; Sydney,Fell overboard,FATAL,
2/3/30,1930,Provoked,AUSTRALIA,Western Australia,Onslow,Removing shark from a trap,Laceration to thigh from trapped shark PROVOKED INCIDENT,
12/16/29,1929,Unprovoked,AUSTRALIA,New South Wales,Collaroy,Bathing or body surfing,Superficial lacerations on right leg,a small shark
9/1/29,1929,Unprovoked,AUSTRALIA,Queensland,Ross River; Townsville,Fell from wharf into water & attacked immediately,FATAL; severe injuries to both legs,
9/6/26,1926,Unprovoked,PAPUA NEW GUINEA,,Near Port Moresby,Jumped out of canoe,FATAL,
7/14/20,1920,Invalid,USA,New York,Woodcliff Channel; Freeport; Long Island,Swimming,Thought to have been taken by a shark. Body was not recovered,Questionable
1/24/20,1920,Unprovoked,AUSTRALIA,Torres Strait,,Diving,Lacerations to foot,
,1920,Unprovoked,JAMAICA,Westmoreland Parish,Savanna-la-Mar,Jumped overboard,FATAL,
11/18/19,1919,Unprovoked,AUSTRALIA,Northern Territory,Darwin,Sitting in a boat,Lacerations to buttocks,
5/4/12,1912,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,,,Shark involvement prior to death unconfirmed
4/8/11,1911,Watercraft,NEW ZEALAND,Chatham Islands,,Fishing,No injury to occupants; shark bit boat,
1/17/09,1909,Invalid,,,Near the equator,Jumped overboard,FATAL,Questionable
12/16/08,1908,Unprovoked,MEXICO,Quintana Roo,,Swimming ashore from capsized boat,FATAL; bitten in two,
7/27/04,1904,Unprovoked,USA,Texas,,Swimming,FATAL; body not recovered,
11/14/00,1900,Unprovoked,SOUTH AFRICA,Western Cape Province,Three Anchor Bay,Swimming,FATAL; legs severed,
1897-10-05,1897,Unprovoked,MARSHALL ISLANDS,Ratak,Ailuk Island,Fishing,FATAL,3 sharks
1896-11-29,1896,Unprovoked,AUSTRALIA,Western Australia,Albany,Swimming,FATAL,
1895-03-29,1895,Unprovoked,INDONESIA,Moluccas,South Aroo Island,Swimming,FATAL,
1894-06-25,1894,Unprovoked,SOUTH AFRICA,Western Cape Province,Simons Town,Swimming after harpooned whale capsized boat,FATAL,
1893-10-16,1893,Invalid,CROATIA,Primorje-Gorski Kotar County,Off Volusca; Opatija,small boat,"No injury, no attack",Invalid
1893-04-15,1893,Unprovoked,SOUTH ATLANTIC OCEAN,,,Swimming after falling overboard from the sealing ship Vesper,One leg severed by the shark; the other surgically amputated,
1891-08-29,1891,Provoked,USA,New Jersey,Off Longport; Atlantic County,Shooting sharks,Survived; PROVOKED INCIDENT,
1891-01-08,1891,Unprovoked,JAMAICA,Kingston Parish,Port Royal Harbour,boat capsized,FATAL,
1889-11-16,1889,Invalid,USA,Hawaii,Honolulu,Parachuted from balloon,Speculated that he was taken by a shark but most likely drowned,Shark involvement prior to death unconfirmed
1889-07-08,1889,Unprovoked,AUSTRALIA,Victoria,Port Phillip,Fell into the water,FATAL,
1886-03-06,1886,Invalid,NEW ZEALAND,South Island,Dunedin,Bathing,Left leg severed. Probably confusion with GSAF 1886.01.28,Questionable
1883-10-19,1883,Unprovoked,USA,East coast,,Jumped overboard,FATAL,
1875-11-27,1875,Unprovoked,AUSTRALIA,New South Wales,Clarence Heads,Fishing,Foot severed at ankle,
1875-08-10,1875,Invalid,SOUTH AFRICA,KwaZulu-Natal,Back Beach; Durban,,Press reported that a 3 m shark  was caught with human remains in its gut; but  remains were those of a porpoise according to medical examiner,Invalid
1863-01-10,1863,Unprovoked,AUSTRALIA,New South Wales,Bellynahinch on the Manning River,Bathing,FATAL,
1862-12-04,1862,Invalid,NEW ZEALAND,South Island,Lyttleton?,,,Questionable incident
1861-09-25,1861,Unprovoked,CUBA,,60 miles off Trinidad de Cuba,Deserting the bark Nazarene,Lacerations,
1858-03-14,1858,Unprovoked,AUSTRALIA,Victoria,Hobson Bay,Bathing,FATAL,
1852-01-01,1852,Unprovoked,USA,South Carolina,Mount Pleasant; Charleston County,Vessel capsized; wading ashore carrying an oar,FATAL; body was not recovered,
1840-07-22,1840,Unprovoked,USA,South Carolina,Charleston Harbor; Charleston County,Accidentally thrown overboard & treading water while awaiting rescue,FATAL; body was not recovered,Said to be a 7.6 m [25'] shark
1830-04-30,1830,Unprovoked,INDIA,Tamil Nadu,St. Thomé,Bathing,FATAL,
1828-01-01,1828,Unprovoked,USA,Hawaii,Uo; Lahaina; Maui,Surfing,FATAL,
1792-09-12,1792,Provoked,ENGLAND,,On the Thames River,Fishing,FATAL; PROVOKED INCIDENT,
1703-03-26,1703,Unprovoked,BARBADOS,Southwest coast,Carlisle Bay,Swimming,Hand and foot severely bitten; surgically amputated,
,,Sea Disaster,GREECE,Off Thessaly,,Shipwrecked Persian Fleet,Herodotus tells of sharks attacking men in the water,
,,Unprovoked,INDONESIA,Riau Province,Natuna Islands; between Sumatra & Kalimantan in the South China Sea,Swimming near anchored ship,FATAL; leg severed,
,,Unprovoked,IRAQ,Basrah,Shatt-el Arab River near a small boat stand,Swimming,FATAL; left leg bitten with severe blood loss,Bull shark
,,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban,Crew swimming alongside their anchored ship,FATAL,
,,Unprovoked,AUSTRALIA,Western Australia,,Pearl diving,FATAL,
5/11/23,2023,Provoked,USA,Hawaii,Kualoa; Oahu,Kayak fishing,Shark bit kaysak; no inury to occupant,Tiger shark
10/31/22,2022,Unprovoked,USA,California,Otter Point; Pacific Grove,Surfing,Minor inury from shark's fin,
7/4/22,2022,Unprovoked,JAPAN,Okinawa,Nago,Snorkeling,FATAL,
3/31/22,2022,Provoked,USA,Florida,Lake Worth Beach; Palm Beach County,Fishing,Knee bitten                    PROVOKED INCIDENT,
3/18/22,2022,Unprovoked,COLUMBIA,Isla De San Andres,La Piscinita,Swimming,FATAL,Tiger shark
3/15/22,2022,Unprovoked,AUSTRALIA,New South Wales,Crowdy Baay,Surfing,Lacerations and punctures to leg and foot,Bull shark
2/11/22,2022,Unprovoked,USA,Florida,Cocoa Beach; Brevard  County,Surfing,Puncture wounds to foot,
12/8/20,2020,Unprovoked,USA,Hawaii,Honolua Bay,Surfing,FATAL,Tiger shark. 14'3
8/30/20,2020,Unprovoked,USA,South Carolina,Folly Beach; Charleston County,Surfing,Injury to right foot and ankle,
7/31/20,2020,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Surfing,Lacerations to foot,
5/8/20,2020,Unprovoked,AUSTRALIA,Victoria,Southside Beach; near Geelong,Surfing,Leg injured,
11/22/19,2019,Unprovoked,ISRAEL,,Haifa,Snorkeling,No injury; swim fin bitten,
7/29/19,2019,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Surfing,3 lacerations to left hand,
5/25/19,2019,Unprovoked,NEW CALEDONIA,Noumea,Port South Marina,Swimming,Leg severed,Bull shark; 3.5 m
3/22/19,2019,Unprovoked,USA,Florida,Hobe Sound; Martin County,Surfing,Lacerations to foot,4' shark
8/18/18,2018,Unprovoked,USA,North Carolina,Atlantic Beach; Carteret  County,Surfing,Injury to right lower leg,
8/9/18,2018,Unprovoked,USA,Texas,Crystal Beach; Galveston  County,Spearfishing,Laceration to right leg above the knee,Said to involve a bull shark; 5' to 6'
7/11/18,2018,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Surfing,Minor injury to foot,
5/1/18,2018,Provoked,AUSTRALIA,Westerm Australia,Dugong Bay,Feeding sharks,Shallow lacerations to finger PROVOKED INCIDENT,Tawny nurse shark; 2m
4/15/18,2018,Unprovoked,AUSTRALIA,Western Australia,Cobblestones; Margaret River Area,Surfing,Lacerations to legs,
9/10/17,2017,Unprovoked,AUSTRALIA,New South Wales,Iluka Beach,Surfing,Minor lacerations to right hip,White shark; 3 to 3.5m
9/3/17,2017,Unprovoked,SOUTH AFRICA,Western Cape Province,Dyer Island,Swimming; poaching abalone,FATAL,
8/18/17,2017,Unprovoked,BAHAMAS,,,Spearfishing,Hand injured,5' shark
7/29/17,2017,Unprovoked,USA,South Carolina,DeBordieu Colony; Georgetown County,,Bite to left thigh / minor injury,
12/14/16,2016,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Free diving,Punctures to left foot/ankle,
9/16/16,2016,Unprovoked,AUSTRALIA,Victoria,Bells Beach,Surfing,No injury: Knocked off board by shark,2 m shark
3/11/16,2016,Unprovoked,USA,Florida,Vero Beach; St. Lucie County,Body surfing,Lacerations to right foot and ankle,
2/10/16,2016,Invalid,AUSTRALIA,Tasmania,Nettley Bay,Surfing,No injury; knocked off board,No shark involvement
1/25/16,2016,Unprovoked,USA,Hawaii,Hanalei Bay; Kauai;,Surfing,No injury,
9/6/15,2015,Unprovoked,USA,California,El Pescador Beach; Los Angeles County,Stand-Up Paddleboarding,No injury; shark struck board; tossing her into the sea,White shark; 11' to 12'
12/28/14,2014,Sea Disaster,GREECE,,33 nautical miles off Othonoi Island,,Of 9 bodies recovered; one was bitten by a shark,Shark involvement prior to death still to be determined
11/13/14,2014,Unprovoked,USA,Hawaii,Airplane Beach; Lahina; West Maui,Snorkeling,Laceration to left upper leg,1.5 m shark
5/24/14,2014,Unprovoked,AUSTRALIA,Queensland,Nerang River near Chevron Island,Fell into the water,Lacerations to legs,Bull shark; 1.2m
9/21/13,2013,Unprovoked,USA,Florida,Ormond Beach; Volusia County,Swimming,Lacerations to right foot,
3/3/13,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Swimming,Injuries to arms & hands,
10/27/12,2012,Unprovoked,USA,Hawaii,Makena Landing; Maui,Swimming,Puncture wounds to thigh; defense wounds  to hand,Tiger shark; 10' to 12'
8/31/12,2012,Provoked,SCOTLAND,Inner Hebrides,Off the Isle of Islay,Shark fishing,No injury; shoe bitten by hooked and landed shark PROVOKED INCIDENT,Porbeagle shark; 7'
7/7/12,2012,Unprovoked,BAHAMAS,Eleuthera,,Spearfishing,Lacerations to right leg,
6/18/12,2012,Unprovoked,USA,North Carolina,Ocean Isle; Brunswick County,Wading,Numerous puncture wounds to leg,
11/28/11,2011,Unprovoked,AUSTRALIA,Queensland,Peregian,Swimming,Puncture marks to foot,Wobbegong shark?
10/10/11,2011,Unprovoked,USA,Oregon,Seaside,Surfing,No injury,10' to 12' shark
10/1/11,2011,Unprovoked,USA,Alabama,Gulf Shores; Baldwin County,,Lacerations to right wrist and middle finger,
8/17/11,2011,Unprovoked,USA,North Carolina,Kure Beach; New Hanover County,Wading,Lacerations to foot,Possibly a 5' to 6' sandtiger shark
7/31/11,2011,Invalid,BRAZIL,Pernambuco,Praia do Pina,Swimming,"Cause of death may have been drowning, remains scavenged by sharks",Shark involvement prior to death not confirmed
3/10/10,2011,Invalid,EGYPT,South Sinai Peninsula,Sharm-el-Sheikh,,Apparent drowning; and subsequent scavenging by 16' tiger shark,
12/26/10,2010,Unprovoked,USA,Hawaii,Kahului; Maui,Body boarding,Lacerations to his lower left leg; calf; foot & ankle,6' shark
12/11/10,2010,Unprovoked,USA,Hawaii,Tavares Bay; Maui,Surfing,Lacerations to right foot,
10/23/10,2010,Unprovoked,AUSTRALIA,Western Australia,Wedge Island,Kite Surfing,Lacerations to lower right leg,
1/9/10,2010,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Snorkeling,2 sets of minor lacerations below her right knee,Whitetip reef shark; 1m
1/5/10,2010,Unprovoked,SOUTH AFRICA,Eastern Province,Nahoon; East London,Surfing,No injury; reportedly knocked of his board by a shark,
11/8/09,2009,Unprovoked,AUSTRALIA,South Australia,Second Valley,Kayaking,Ankle bitten,2 m shark
9/13/09,2009,Provoked,BRAZIL,Pernambuco,Piedade; Recife,,"Cause of death was drowning, his remains were scavenged by sharks",
8/25/09,2009,Unprovoked,USA,California,Terramar Beach; Carlsbad; San Diego County,Swimming,Puncture wounds to left foot & calf,White shark; 5' to 6' juvenile
8/6/09,2009,Unprovoked,USA,Hawaii,Kawa'a,Surfing,No injury; surfboard bitten,Tiger shark; 12
3/16/09,2009,Provoked,AUSTRALIA,Western Australia,The Natural Jetty; Rottnest Island,Wading,Thigh bitten when he trod on the shark PROVOKED INCIDENT,Wobbegong shark; 60cm
1/12/09,2009,Unprovoked,AUSTRALIA,New South Wales,Windang;       Lake Illawara,Snorkeling,Puncture wounds to right calf,Dusky shark; 2m
11/28/08,2008,Unprovoked,EGYPT,Red Sea,Elphinstone Reef,Scuba diving,Lacerations to fingers,Oceanic whitetip shark
4/17/08,2008,Invalid,AUSTRALIA,Queensland,Duranbah; Greenmount Beach,Surfing,2 puncture wounds to leg,"Shark involvement not confirmed, thought to be a barracuda bite"
11/8/07,2007,Unprovoked,AUSTRALIA,New South Wales,Wategos Beach; Byon Bay,Surfing,No injury; teethmarks in board & torn wetsuit,
5/26/07,2007,Unprovoked,USA,South Carolina,Garden City,Wading,Lacerations to lower leg,
5/24/07,2007,Provoked,USA,Virginia,Virginia Aquarium & Marine Science Center; Virginia Beach,Reviving a sedated shark,Left shin bitten by captive shark PROVOKED INCIDENT,A 10-year-old 94-pound pregnant blacktip reef shark
5/16/07,2007,Unprovoked,AUSTRALIA,Western Australia,Warra Beach; Coral Bay,Wading,Left heel & calf bitten,2.5 m shark
7/8/06,2006,Unprovoked,USA,Florida,Playalinda Beach; Canaveral National Seashore; Brevard County,Swimming,Right calf bitten,
7/1/06,2006,Unprovoked,USA,Florida,Florida Keys; Monroe County,Spearfishing,Minor injuries,1.8 m blacktip reef shark
11/2/05,2005,Unprovoked,USA,California,Ocean Beach; San Francisco; San Francisco County,Surfing,No injury; board bumped,12' to 14' white shark
10/22/05,2005,Unprovoked,SOUTH AFRICA,Western Cape Province,Uilenkraalsmond (near Gansbaai),Standing / Surfing,Right foot bitten,3 m shark
9/4/05,2005,Unprovoked,AUSTRALIA,South Australia,Fishery Bay; Eyre Peninsula,Surfing,Lacerations to right arm & thigh,4 m [13'] white shark
8/1/05,2005,Invalid,Seychelles,Inner Islands,Off North Island,Fishing,FATAL; shark involvement prior to death is unconfirmed,Invalid
6/18/05,2005,Invalid,USA,Hawaii,Maui,Swimming,No injury; 2.1m [7'] tiger shark approached swimmer who repelled it with his fist,Invalid
7/27/04,2004,Unprovoked,USA,North Carolina,Carolina Beach; New Hanover County,Swimming,Right forearm & wrist lacerated,1.8 m [6'] shark
4/7/04,2004,Unprovoked,USA,Hawaii,Kahana Beach; Maui,Surfing,FATAL Severe wound to right thigh & calf,Tiger shark
11/22/03,2003,Unprovoked,USA,Florida,Daytona Beach; Volusia County,Surfing,Severe abrasion to left lateral calf,4' shark
